category,name,material/finish,body,approx_hex,price_from,url
Backplate,Rose Gold Pink,chrome,thin+thick,#d9a08f,19.99,https://eoe.works/search?q=Rose+Gold+Pink+Backplate+iPod+Classic+6th+7th+A1238
Backplate,Rainbow,iridescent,thin+thick,#ff0000->#ffff00->#00ff00->#0000ff->#ff00ff,19.99,https://eoe.works/search?q=Rainbow+Backplate+iPod+Classic+6th+7th+A1238
Backplate,White Matte,matte,thin+thick,#f2f2f0,19.99,https://eoe.works/search?q=White+Matte+Backplate+iPod+Classic+6th+7th+A1238
Backplate,Fairy Pink Matte,matte,thin+thick,#f0b9c8,19.99,https://eoe.works/search?q=Fairy+Pink+Matte+Backplate+iPod+Classic+6th+7th+A1238
Dock bezel,White,,,#f4f4f4,4.99,https://eoe.works/search?q=White+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Grey,,,#8e8e8e,4.99,https://eoe.works/search?q=Grey+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Black,,,#1a1a1a,4.99,https://eoe.works/search?q=Black+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Transparent Clear,,,#ffffff,4.99,https://eoe.works/search?q=Transparent+Clear+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Red,,,#d32f2f,4.99,https://eoe.works/search?q=Red+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Orange,,,#f57c00,4.99,https://eoe.works/search?q=Orange+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Yellow,,,#fbc02d,4.99,https://eoe.works/search?q=Yellow+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Green,,,#43a047,4.99,https://eoe.works/search?q=Green+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Light Blue,,,#81d4fa,4.99,https://eoe.works/search?q=Light+Blue+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Blue,,,#1e88e5,4.99,https://eoe.works/search?q=Blue+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Pink,,,#f48fb1,4.99,https://eoe.works/search?q=Pink+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Purple,,,#7e57c2,4.99,https://eoe.works/search?q=Purple+Dock+Plastic+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Smoke Storm,,,#5a6270,9.99,https://eoe.works/search?q=Atomic+Smoke+Storm+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Ruby Red,,,#c2183b,9.99,https://eoe.works/search?q=Atomic+Ruby+Red+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Lychee Pink,,,#f6c1cf,9.99,https://eoe.works/search?q=Atomic+Lychee+Pink+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Citrus Orange,,,#ff8c00,9.99,https://eoe.works/search?q=Atomic+Citrus+Orange+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Fluorescent Orange,,,#ff5f1f,9.99,https://eoe.works/search?q=Atomic+Fluorescent+Orange+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Gold Metallic,,,#d4af37,9.99,https://eoe.works/search?q=Atomic+Gold+Metallic+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Yellow,,,#ffe600,9.99,https://eoe.works/search?q=Atomic+Yellow+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Neon Highlighter Yellow,,,#ccff00,9.99,https://eoe.works/search?q=Atomic+Neon+Highlighter+Yellow+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Slime Green,,,#7cff00,9.99,https://eoe.works/search?q=Atomic+Slime+Green+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Clover Green,,,#2e9e4f,9.99,https://eoe.works/search?q=Atomic+Clover+Green+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Olive Green,,,#6b8e23,9.99,https://eoe.works/search?q=Atomic+Olive+Green+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Pine Green,,,#1f4d3a,9.99,https://eoe.works/search?q=Atomic+Pine+Green+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Ice Blue,,,#a5d8ff,9.99,https://eoe.works/search?q=Atomic+Ice+Blue+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Twilight Plum,,,#5d2a5a,9.99,https://eoe.works/search?q=Atomic+Twilight+Plum+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Bubblegum Pink,,,#ff8fc8,9.99,https://eoe.works/search?q=Atomic+Bubblegum+Pink+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Purple,,,#7c3aed,9.99,https://eoe.works/search?q=Atomic+Purple+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Wild Berry,,,#b0306e,9.99,https://eoe.works/search?q=Atomic+Wild+Berry+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Atomic Slime Glow Green (glow in dark),,,#b6ff6b,9.99,https://eoe.works/search?q=Atomic+Slime+Glow+Green+%28glow+in+dark%29+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Dock bezel,Radioactive Glow in the Dark,,,#d9ffb0,9.99,https://eoe.works/search?q=Radioactive+Glow+in+the+Dark+Transparent+Clear+Plastic+Dock+Bezel+iPod+Classic+6th+7th
Hold switch / jack,Black,,thin,#1a1a1a,8.99,https://eoe.works/search?q=thin+Black+Audio+Headphone+Jack+Hold+Switch+iPod+Classic+6th+7th+A1238
Hold switch / jack,White,,thin,#f4f4f4,8.99,https://eoe.works/search?q=thin+White+Audio+Headphone+Jack+Hold+Switch+iPod+Classic+6th+7th+A1238
Hold switch / jack,Black,,thick,#1a1a1a,10.99,https://eoe.works/search?q=thick+Black+Audio+Headphone+Jack+Hold+Switch+iPod+Classic+6th+7th+A1238
Hold switch / jack,White,,thick,#f4f4f4,9.99,https://eoe.works/search?q=thick+White+Audio+Headphone+Jack+Hold+Switch+iPod+Classic+6th+7th+A1238
Hold switch / jack,U2 Black & Red,,thin,#1a1a1a,14.99,https://eoe.works/search?q=thin+U2+Black+%26+Red+Audio+Headphone+Jack+Hold+Switch+iPod+Classic+6th+7th+A1238
